timestamp,severity,if_anomaly,root_cause,recommended_action,packet_loss_ratio
83,degraded,1,combined/other,multi-action (reroute + prioritize),0.526667
83,critical,1,interference,frequency_reallocation + power_control,0.996667
83,critical,1,congestion,load_balancing + traffic_throttling,1.0
83,critical,1,congestion,load_balancing + traffic_throttling,0.99375
83,critical,1,congestion,load_balancing + traffic_throttling,0.999
83,normal,1,combined/other,multi-action (reroute + prioritize),0.0772
83,normal,1,interference,frequency_reallocation + power_control,0.0123
83,normal,1,combined/other,multi-action (reroute + prioritize),0.0187
83,normal,1,combined/other,multi-action (reroute + prioritize),0.0615
83,normal,1,combined/other,multi-action (reroute + prioritize),0.0438
83,normal,1,interference,frequency_reallocation + power_control,0.0101
83,normal,0,combined/other,multi-action (reroute + prioritize),0.0005
83,normal,1,combined/other,multi-action (reroute + prioritize),0.0504
83,normal,0,interference,frequency_reallocation + power_control,0.2575
83,normal,0,interference,frequency_reallocation + power_control,0.0927
83,normal,0,interference,frequency_reallocation + power_control,0.2575
84,normal,1,combined/other,multi-action (reroute + prioritize),0.02
84,critical,1,interference,frequency_reallocation + power_control,1.0
84,critical,1,interference,frequency_reallocation + power_control,1.0
84,degraded,1,interference,frequency_reallocation + power_control,0.5425
84,critical,1,interference,frequency_reallocation + power_control,1.0
84,critical,1,interference,frequency_reallocation + power_control,0.943333
84,critical,1,congestion,load_balancing + traffic_throttling,1.0
84,critical,1,congestion,load_balancing + traffic_throttling,0.99125
84,degraded,1,congestion,load_balancing + traffic_throttling,0.83
84,normal,1,combined/other,multi-action (reroute + prioritize),0.0396
84,normal,1,interference,frequency_reallocation + power_control,0.0179
84,normal,1,combined/other,multi-action (reroute + prioritize),0.0417
84,normal,0,combined/other,multi-action (reroute + prioritize),0.0453
84,normal,0,combined/other,multi-action (reroute + prioritize),0.0369
84,normal,1,interference,frequency_reallocation + power_control,0.0762
84,normal,1,combined/other,multi-action (reroute + prioritize),0.0497
84,normal,1,combined/other,multi-action (reroute + prioritize),0.0721
84,degraded,0,interference,frequency_reallocation + power_control,0.4352
84,normal,0,interference,frequency_reallocation + power_control,0.1401
84,degraded,0,interference,frequency_reallocation + power_control,0.4352
85,normal,1,combined/other,multi-action (reroute + prioritize),0.015
85,degraded,1,interference,frequency_reallocation + power_control,0.78
85,critical,1,interference,frequency_reallocation + power_control,0.9275
85,critical,1,interference,frequency_reallocation + power_control,1.0
85,degraded,1,interference,frequency_reallocation + power_control,0.616667
85,degraded,1,interference,frequency_reallocation + power_control,0.815
85,critical,1,congestion,load_balancing + traffic_throttling,1.0
85,critical,1,congestion,load_balancing + traffic_throttling,1.0
85,critical,1,congestion,load_balancing + traffic_throttling,1.0
85,normal,1,combined/other,multi-action (reroute + prioritize),0.0174
85,normal,1,interference,frequency_reallocation + power_control,0.0367
85,normal,1,combined/other,multi-action (reroute + prioritize),0.0101
85,normal,1,combined/other,multi-action (reroute + prioritize),0.072
85,normal,1,combined/other,multi-action (reroute + prioritize),0.0199
85,normal,0,interference,frequency_reallocation + power_control,0.0363
85,normal,1,combined/other,multi-action (reroute + prioritize),0.0691
85,normal,1,combined/other,multi-action (reroute + prioritize),0.0693
85,normal,0,interference,frequency_reallocation + power_control,0.2586
85,normal,0,interference,frequency_reallocation + power_control,0.0929
85,normal,0,interference,frequency_reallocation + power_control,0.2586
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0
86,critical,1,interference,frequency_reallocation + power_control,0.92
86,critical,1,interference,frequency_reallocation + power_control,1.0
86,degraded,1,interference,frequency_reallocation + power_control,0.7775
86,degraded,1,combined/other,multi-action (reroute + prioritize),0.576667
86,critical,1,interference,frequency_reallocation + power_control,1.0
86,normal,1,congestion,load_balancing + traffic_throttling,0.36125
86,critical,1,congestion,load_balancing + traffic_throttling,0.995
86,degraded,1,congestion,load_balancing + traffic_throttling,0.874
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0541
86,normal,1,interference,frequency_reallocation + power_control,0.0333
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0425
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0449
86,normal,0,combined/other,multi-action (reroute + prioritize),0.048
86,normal,1,interference,frequency_reallocation + power_control,0.0425
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0443
86,normal,1,combined/other,multi-action (reroute + prioritize),0.0283
86,normal,1,interference,frequency_reallocation + power_control,0.2365
86,normal,1,interference,frequency_reallocation + power_control,0.0871
86,normal,1,interference,frequency_reallocation + power_control,0.2365
87,normal,1,combined/other,multi-action (reroute + prioritize),0.01
87,degraded,1,interference,frequency_reallocation + power_control,0.8
87,critical,1,interference,frequency_reallocation + power_control,0.975
87,critical,1,interference,frequency_reallocation + power_control,1.0
87,critical,1,interference,frequency_reallocation + power_control,0.838333
87,degraded,1,interference,frequency_reallocation + power_control,0.701667
87,critical,1,congestion,load_balancing + traffic_throttling,0.9325
87,critical,1,congestion,load_balancing + traffic_throttling,1.0
87,critical,1,congestion,load_balancing + traffic_throttling,0.905
87,normal,1,combined/other,multi-action (reroute + prioritize),0.0234
87,normal,1,interference,frequency_reallocation + power_control,0.0439
87,normal,1,combined/other,multi-action (reroute + prioritize),0.0075
87,normal,1,combined/other,multi-action (reroute + prioritize),0.015
87,normal,1,combined/other,multi-action (reroute + prioritize),0.0082
87,normal,1,interference,frequency_reallocation + power_control,0.053
87,normal,1,combined/other,multi-action (reroute + prioritize),0.0284
87,normal,0,combined/other,multi-action (reroute + prioritize),0.0712
87,degraded,1,interference,frequency_reallocation + power_control,0.4363
87,normal,1,interference,frequency_reallocation + power_control,0.1404
87,degraded,1,interference,frequency_reallocation + power_control,0.4363
88,normal,1,combined/other,multi-action (reroute + prioritize),0.255
88,critical,1,interference,frequency_reallocation + power_control,0.88
88,critical,1,interference,frequency_reallocation + power_control,0.98
88,degraded,1,interference,frequency_reallocation + power_control,0.6525
88,degraded,1,combined/other,multi-action (reroute + prioritize),0.521667
88,critical,1,interference,frequency_reallocation + power_control,0.993333
88,critical,1,congestion,load_balancing + traffic_throttling,1.0
88,critical,1,congestion,load_balancing + traffic_throttling,1.0
88,critical,1,congestion,load_balancing + traffic_throttling,1.0
88,normal,1,combined/other,multi-action (reroute + prioritize),0.0293
88,normal,1,interference,frequency_reallocation + power_control,0.0414
88,normal,1,combined/other,multi-action (reroute + prioritize),0.053
88,normal,1,combined/other,multi-action (reroute + prioritize),0.0242
88,normal,1,combined/other,multi-action (reroute + prioritize),0.0731
88,normal,1,interference,frequency_reallocation + power_control,0.0165
88,normal,0,combined/other,multi-action (reroute + prioritize),0.0368
88,normal,1,combined/other,multi-action (reroute + prioritize),0.0147
88,normal,1,interference,frequency_reallocation + power_control,0.3739
88,normal,1,interference,frequency_reallocation + power_control,0.1237
88,normal,1,interference,frequency_reallocation + power_control,0.3739
89,normal,1,combined/other,multi-action (reroute + prioritize),0.255
89,degraded,1,interference,frequency_reallocation + power_control,0.65
89,critical,1,interference,frequency_reallocation + power_control,0.995
89,critical,1,interference,frequency_reallocation + power_control,1.0
89,critical,1,interference,frequency_reallocation + power_control,0.993333
89,critical,1,interference,frequency_reallocation + power_control,0.891667
89,critical,1,congestion,load_balancing + traffic_throttling,1.0
89,critical,1,congestion,load_balancing + traffic_throttling,0.9675
89,degraded,1,congestion,load_balancing + traffic_throttling,0.508
89,normal,1,combined/other,multi-action (reroute + prioritize),0.0339
89,normal,1,interference,frequency_reallocation + power_control,0.006
89,normal,1,combined/other,multi-action (reroute + prioritize),0.058
89,normal,1,combined/other,multi-action (reroute + prioritize),0.0762
89,normal,1,combined/other,multi-action (reroute + prioritize),0.0562
89,normal,1,interference,frequency_reallocation + power_control,0.0623
89,normal,1,combined/other,multi-action (reroute + prioritize),0.0407
89,normal,0,combined/other,multi-action (reroute + prioritize),0.0276
89,normal,1,interference,frequency_reallocation + power_control,0.3796
89,normal,1,interference,frequency_reallocation + power_control,0.1252
89,normal,1,interference,frequency_reallocation + power_control,0.3796
90,critical,1,interference,frequency_reallocation + power_control,0.87
90,critical,1,interference,frequency_reallocation + power_control,1.0
90,critical,1,interference,frequency_reallocation + power_control,1.0
90,critical,1,interference,frequency_reallocation + power_control,1.0
90,critical,1,interference,frequency_reallocation + power_control,0.973333
90,degraded,1,interference,frequency_reallocation + power_control,0.851667
90,critical,1,congestion,load_balancing + traffic_throttling,1.0
90,critical,1,congestion,load_balancing + traffic_throttling,1.0
90,critical,1,congestion,load_balancing + traffic_throttling,1.0
90,normal,1,combined/other,multi-action (reroute + prioritize),0.0277
90,normal,1,interference,frequency_reallocation + power_control,0.0502
90,normal,1,combined/other,multi-action (reroute + prioritize),0.0165
90,normal,1,combined/other,multi-action (reroute + prioritize),0.0685
90,normal,0,combined/other,multi-action (reroute + prioritize),0.0108
90,normal,1,interference,frequency_reallocation + power_control,0.0626
90,normal,1,combined/other,multi-action (reroute + prioritize),0.0099
90,normal,1,combined/other,multi-action (reroute + prioritize),0.042
90,degraded,1,interference,frequency_reallocation + power_control,0.4756
90,normal,1,interference,frequency_reallocation + power_control,0.1508
90,degraded,1,interference,frequency_reallocation + power_control,0.4756
91,critical,1,interference,frequency_reallocation + power_control,1.0
91,critical,1,interference,frequency_reallocation + power_control,0.73
91,critical,1,interference,frequency_reallocation + power_control,1.0
91,critical,1,interference,frequency_reallocation + power_control,1.0
91,critical,1,interference,frequency_reallocation + power_control,0.906667
91,critical,1,interference,frequency_reallocation + power_control,1.0
91,degraded,1,congestion,load_balancing + traffic_throttling,0.425
91,critical,1,congestion,load_balancing + traffic_throttling,1.0
91,degraded,1,congestion,load_balancing + traffic_throttling,0.832
91,normal,1,combined/other,multi-action (reroute + prioritize),0.0026
91,normal,1,interference,frequency_reallocation + power_control,0.0773
91,normal,1,combined/other,multi-action (reroute + prioritize),0.0282
91,normal,1,combined/other,multi-action (reroute + prioritize),0.0273
91,normal,1,combined/other,multi-action (reroute + prioritize),0.0704
91,normal,1,interference,frequency_reallocation + power_control,0.0282
91,normal,0,combined/other,multi-action (reroute + prioritize),0.0457
91,normal,1,combined/other,multi-action (reroute + prioritize),0.0254
91,normal,0,interference,frequency_reallocation + power_control,0.26
91,normal,0,interference,frequency_reallocation + power_control,0.0933
91,normal,0,interference,frequency_reallocation + power_control,0.26
92,critical,1,interference,frequency_reallocation + power_control,0.83
92,critical,1,interference,frequency_reallocation + power_control,1.0
92,critical,1,interference,frequency_reallocation + power_control,1.0
92,degraded,1,interference,frequency_reallocation + power_control,0.8775
92,critical,1,interference,frequency_reallocation + power_control,0.968333
92,critical,1,interference,frequency_reallocation + power_control,1.0
92,critical,1,congestion,load_balancing + traffic_throttling,0.935
92,critical,1,congestion,load_balancing + traffic_throttling,0.995
92,critical,1,congestion,load_balancing + traffic_throttling,1.0
92,normal,1,combined/other,multi-action (reroute + prioritize),0.0412
92,normal,1,interference,frequency_reallocation + power_control,0.0766
92,normal,1,combined/other,multi-action (reroute + prioritize),0.0353
92,normal,1,combined/other,multi-action (reroute + prioritize),0.0682
92,normal,0,combined/other,multi-action (reroute + prioritize),0.0557
92,normal,1,interference,frequency_reallocation + power_control,0.0189
92,normal,1,combined/other,multi-action (reroute + prioritize),0.0228
92,normal,0,combined/other,multi-action (reroute + prioritize),0.075
92,normal,0,interference,frequency_reallocation + power_control,0.3999
92,normal,0,interference,frequency_reallocation + power_control,0.1306
92,normal,0,interference,frequency_reallocation + power_control,0.3999
93,critical,1,interference,frequency_reallocation + power_control,0.845
93,critical,1,interference,frequency_reallocation + power_control,1.0
93,critical,1,combined/other,multi-action (reroute + prioritize),0.92
93,critical,1,interference,frequency_reallocation + power_control,1.0
93,normal,1,combined/other,multi-action (reroute + prioritize),0.218333
93,critical,1,interference,frequency_reallocation + power_control,0.871667
93,critical,1,congestion,load_balancing + traffic_throttling,0.97625
93,critical,1,congestion,load_balancing + traffic_throttling,1.0
93,degraded,1,congestion,load_balancing + traffic_throttling,0.87
93,normal,1,combined/other,multi-action (reroute + prioritize),0.0759
93,normal,1,interference,frequency_reallocation + power_control,0.0525
93,normal,1,combined/other,multi-action (reroute + prioritize),0.0189
93,normal,1,combined/other,multi-action (reroute + prioritize),0.0452
93,normal,0,combined/other,multi-action (reroute + prioritize),0.0584
93,normal,1,interference,frequency_reallocation + power_control,0.0324
93,normal,0,combined/other,multi-action (reroute + prioritize),0.0126
93,normal,0,combined/other,multi-action (reroute + prioritize),0.0209
93,normal,0,interference,frequency_reallocation + power_control,0.2572
93,normal,0,interference,frequency_reallocation + power_control,0.0926
93,normal,0,interference,frequency_reallocation + power_control,0.2572
94,critical,1,interference,frequency_reallocation + power_control,0.94
94,critical,1,interference,frequency_reallocation + power_control,1.0
94,degraded,1,combined/other,multi-action (reroute + prioritize),0.685
94,critical,1,interference,frequency_reallocation + power_control,1.0
94,critical,1,interference,frequency_reallocation + power_control,0.993333
94,critical,1,interference,frequency_reallocation + power_control,1.0
94,critical,1,congestion,load_balancing + traffic_throttling,1.0
94,critical,1,congestion,load_balancing + traffic_throttling,1.0
94,critical,1,congestion,load_balancing + traffic_throttling,0.911
94,normal,1,combined/other,multi-action (reroute + prioritize),0.0466
94,normal,1,interference,frequency_reallocation + power_control,0.0726
94,normal,1,combined/other,multi-action (reroute + prioritize),0.003
94,normal,1,combined/other,multi-action (reroute + prioritize),0.014
94,normal,0,combined/other,multi-action (reroute + prioritize),0.0391
94,normal,1,interference,frequency_reallocation + power_control,0.0481
94,normal,0,combined/other,multi-action (reroute + prioritize),0.0316
94,normal,0,combined/other,multi-action (reroute + prioritize),0.049
94,normal,1,interference,frequency_reallocation + power_control,0.2812
94,normal,0,interference,frequency_reallocation + power_control,0.099
94,normal,1,interference,frequency_reallocation + power_control,0.2812
95,critical,1,interference,frequency_reallocation + power_control,1.0
95,critical,1,interference,frequency_reallocation + power_control,0.855
95,degraded,1,interference,frequency_reallocation + power_control,0.805
95,critical,1,interference,frequency_reallocation + power_control,1.0
95,critical,1,interference,frequency_reallocation + power_control,0.973333
95,critical,1,interference,frequency_reallocation + power_control,0.883333
95,normal,1,congestion,load_balancing + traffic_throttling,0.35625
95,critical,1,congestion,load_balancing + traffic_throttling,0.9925
95,critical,1,congestion,load_balancing + traffic_throttling,1.0
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0593
95,normal,1,interference,frequency_reallocation + power_control,0.068
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0324
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0682
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0412
95,normal,0,interference,frequency_reallocation + power_control,0.0462
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0348
95,normal,1,combined/other,multi-action (reroute + prioritize),0.0703
95,normal,0,interference,frequency_reallocation + power_control,0.2255
95,normal,0,interference,frequency_reallocation + power_control,0.0841
95,normal,0,interference,frequency_reallocation + power_control,0.2255
96,critical,1,interference,frequency_reallocation + power_control,0.98
96,critical,1,interference,frequency_reallocation + power_control,0.99
96,critical,1,interference,frequency_reallocation + power_control,1.0
96,degraded,1,interference,frequency_reallocation + power_control,0.78
96,degraded,1,combined/other,multi-action (reroute + prioritize),0.835
96,critical,1,interference,frequency_reallocation + power_control,0.835
96,critical,1,congestion,load_balancing + traffic_throttling,0.93375
96,critical,1,congestion,load_balancing + traffic_throttling,0.99625
96,degraded,1,congestion,load_balancing + traffic_throttling,0.402
96,normal,1,combined/other,multi-action (reroute + prioritize),0.0
96,normal,1,interference,frequency_reallocation + power_control,0.0037
96,normal,1,combined/other,multi-action (reroute + prioritize),0.063
96,normal,0,combined/other,multi-action (reroute + prioritize),0.0107
96,normal,0,combined/other,multi-action (reroute + prioritize),0.0668
96,normal,1,interference,frequency_reallocation + power_control,0.063
96,normal,1,combined/other,multi-action (reroute + prioritize),0.0703
96,normal,1,combined/other,multi-action (reroute + prioritize),0.0375
96,degraded,0,interference,frequency_reallocation + power_control,0.4546
96,normal,0,interference,frequency_reallocation + power_control,0.1452
96,degraded,0,interference,frequency_reallocation + power_control,0.4546
97,critical,1,interference,frequency_reallocation + power_control,0.905
97,critical,1,interference,frequency_reallocation + power_control,0.97
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0275
97,critical,1,interference,frequency_reallocation + power_control,1.0
97,critical,1,interference,frequency_reallocation + power_control,1.0
97,critical,1,interference,frequency_reallocation + power_control,1.0
97,critical,1,congestion,load_balancing + traffic_throttling,0.98625
97,critical,1,congestion,load_balancing + traffic_throttling,1.0
97,critical,1,congestion,load_balancing + traffic_throttling,1.0
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0621
97,normal,1,interference,frequency_reallocation + power_control,0.0621
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0094
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0401
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0058
97,normal,1,interference,frequency_reallocation + power_control,0.0154
97,normal,1,combined/other,multi-action (reroute + prioritize),0.0521
97,normal,0,combined/other,multi-action (reroute + prioritize),0.0573
97,normal,1,interference,frequency_reallocation + power_control,0.2918
97,normal,0,interference,frequency_reallocation + power_control,0.1018
97,normal,0,interference,frequency_reallocation + power_control,0.2918
98,critical,1,interference,frequency_reallocation + power_control,0.915
98,critical,1,interference,frequency_reallocation + power_control,0.97
98,critical,1,interference,frequency_reallocation + power_control,0.9975
98,critical,1,interference,frequency_reallocation + power_control,1.0
98,normal,1,combined/other,multi-action (reroute + prioritize),0.301667
98,critical,1,interference,frequency_reallocation + power_control,1.0
98,critical,1,congestion,load_balancing + traffic_throttling,0.92375
98,critical,1,congestion,load_balancing + traffic_throttling,0.91
98,degraded,1,congestion,load_balancing + traffic_throttling,0.816
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0359
98,normal,1,interference,frequency_reallocation + power_control,0.0508
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0154
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0709
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0055
98,normal,1,interference,frequency_reallocation + power_control,0.0373
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0553
98,normal,1,combined/other,multi-action (reroute + prioritize),0.0685
98,degraded,1,interference,frequency_reallocation + power_control,0.4208
98,normal,0,interference,frequency_reallocation + power_control,0.1362
98,degraded,1,interference,frequency_reallocation + power_control,0.4208
99,critical,1,interference,frequency_reallocation + power_control,1.0
99,critical,1,interference,frequency_reallocation + power_control,0.86
99,normal,1,combined/other,multi-action (reroute + prioritize),0.1025
99,critical,1,interference,frequency_reallocation + power_control,1.0
99,critical,1,interference,frequency_reallocation + power_control,0.996667
99,critical,1,interference,frequency_reallocation + power_control,1.0
99,normal,1,congestion,load_balancing + traffic_throttling,0.105
99,critical,1,congestion,load_balancing + traffic_throttling,0.99375
99,critical,1,congestion,load_balancing + traffic_throttling,1.0
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0395
99,normal,1,interference,frequency_reallocation + power_control,0.0342
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0108
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0227
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0281
99,normal,1,interference,frequency_reallocation + power_control,0.0433
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0547
99,normal,1,combined/other,multi-action (reroute + prioritize),0.0406
99,normal,0,interference,frequency_reallocation + power_control,0.2464
99,normal,0,interference,frequency_reallocation + power_control,0.0897
99,normal,0,interference,frequency_reallocation + power_control,0.2464
100,normal,1,combined/other,multi-action (reroute + prioritize),0.005
100,critical,1,interference,frequency_reallocation + power_control,0.845
100,critical,1,combined/other,multi-action (reroute + prioritize),1.0
100,critical,1,interference,frequency_reallocation + power_control,0.7675
100,critical,1,interference,frequency_reallocation + power_control,1.0
100,degraded,1,interference,frequency_reallocation + power_control,0.89
100,critical,1,congestion,load_balancing + traffic_throttling,0.93375
100,critical,1,congestion,load_balancing + traffic_throttling,0.99375
100,degraded,1,congestion,load_balancing + traffic_throttling,0.87
100,normal,1,combined/other,multi-action (reroute + prioritize),0.033
100,normal,1,interference,frequency_reallocation + power_control,0.0281
100,normal,1,combined/other,multi-action (reroute + prioritize),0.0373
100,normal,1,combined/other,multi-action (reroute + prioritize),0.0121
100,normal,0,combined/other,multi-action (reroute + prioritize),0.0529
100,normal,1,interference,frequency_reallocation + power_control,0.0719
100,normal,0,combined/other,multi-action (reroute + prioritize),0.0644
100,normal,0,combined/other,multi-action (reroute + prioritize),0.0192
100,normal,1,interference,frequency_reallocation + power_control,0.3126
100,normal,1,interference,frequency_reallocation + power_control,0.1074
100,normal,1,interference,frequency_reallocation + power_control,0.3126
101,critical,1,combined/other,multi-action (reroute + prioritize),0.97
101,critical,1,interference,frequency_reallocation + power_control,1.0
101,normal,1,combined/other,multi-action (reroute + prioritize),0.06
101,critical,1,interference,frequency_reallocation + power_control,0.965
101,critical,1,interference,frequency_reallocation + power_control,0.738333
101,critical,1,interference,frequency_reallocation + power_control,0.893333
101,critical,1,congestion,load_balancing + traffic_throttling,0.99375
101,critical,1,congestion,load_balancing + traffic_throttling,1.0
101,critical,1,congestion,load_balancing + traffic_throttling,1.0
101,normal,1,combined/other,multi-action (reroute + prioritize),0.021
101,normal,1,interference,frequency_reallocation + power_control,0.0602
101,normal,1,combined/other,multi-action (reroute + prioritize),0.0406
101,normal,1,combined/other,multi-action (reroute + prioritize),0.0345
101,normal,1,combined/other,multi-action (reroute + prioritize),0.0596
101,normal,1,interference,frequency_reallocation + power_control,0.0406
101,normal,0,combined/other,multi-action (reroute + prioritize),0.0315
101,normal,1,combined/other,multi-action (reroute + prioritize),0.039
101,normal,1,interference,frequency_reallocation + power_control,0.2163
101,normal,1,interference,frequency_reallocation + power_control,0.0817
101,normal,0,interference,frequency_reallocation + power_control,0.2163
102,degraded,1,interference,frequency_reallocation + power_control,0.75
102,critical,1,interference,frequency_reallocation + power_control,1.0
102,degraded,1,combined/other,multi-action (reroute + prioritize),0.45
102,critical,1,interference,frequency_reallocation + power_control,0.9425
102,critical,1,interference,frequency_reallocation + power_control,1.0
102,critical,1,interference,frequency_reallocation + power_control,1.0
102,critical,1,congestion,load_balancing + traffic_throttling,1.0
102,critical,1,congestion,load_balancing + traffic_throttling,0.98625
102,critical,1,congestion,load_balancing + traffic_throttling,0.878
102,normal,1,combined/other,multi-action (reroute + prioritize),0.0213
102,normal,1,interference,frequency_reallocation + power_control,0.0102
102,normal,1,combined/other,multi-action (reroute + prioritize),0.0776
102,normal,1,combined/other,multi-action (reroute + prioritize),0.0373
102,normal,1,combined/other,multi-action (reroute + prioritize),0.0029
102,normal,1,interference,frequency_reallocation + power_control,0.0608
102,normal,1,combined/other,multi-action (reroute + prioritize),0.0475
102,normal,0,combined/other,multi-action (reroute + prioritize),0.0224
102,degraded,1,interference,frequency_reallocation + power_control,0.4737
102,normal,0,interference,frequency_reallocation + power_control,0.1503
102,degraded,0,interference,frequency_reallocation + power_control,0.4737
103,critical,1,interference,frequency_reallocation + power_control,0.985
103,critical,1,interference,frequency_reallocation + power_control,0.99
103,normal,1,combined/other,multi-action (reroute + prioritize),0.0025
103,critical,1,interference,frequency_reallocation + power_control,0.9525
103,normal,1,combined/other,multi-action (reroute + prioritize),0.303333
103,critical,1,interference,frequency_reallocation + power_control,1.0
103,normal,1,congestion,load_balancing + traffic_throttling,0.235
103,critical,1,congestion,load_balancing + traffic_throttling,1.0
103,degraded,1,congestion,load_balancing + traffic_throttling,0.6
103,normal,1,combined/other,multi-action (reroute + prioritize),0.0085
103,normal,1,interference,frequency_reallocation + power_control,0.0738
103,normal,1,combined/other,multi-action (reroute + prioritize),0.0608
103,normal,1,combined/other,multi-action (reroute + prioritize),0.0512
103,normal,0,combined/other,multi-action (reroute + prioritize),0.0187
103,normal,1,interference,frequency_reallocation + power_control,0.043
103,normal,0,combined/other,multi-action (reroute + prioritize),0.004
103,normal,1,combined/other,multi-action (reroute + prioritize),0.0048
103,degraded,1,interference,frequency_reallocation + power_control,0.4544
103,normal,1,interference,frequency_reallocation + power_control,0.1452
103,degraded,1,interference,frequency_reallocation + power_control,0.4544
104,critical,1,interference,frequency_reallocation + power_control,0.98
104,critical,1,interference,frequency_reallocation + power_control,0.915
104,degraded,1,combined/other,multi-action (reroute + prioritize),0.5625
104,critical,1,interference,frequency_reallocation + power_control,0.9625
104,critical,1,interference,frequency_reallocation + power_control,0.89
104,critical,1,interference,frequency_reallocation + power_control,1.0
104,degraded,1,congestion,load_balancing + traffic_throttling,0.86
104,critical,1,congestion,load_balancing + traffic_throttling,1.0
104,critical,1,congestion,load_balancing + traffic_throttling,1.0
104,normal,1,combined/other,multi-action (reroute + prioritize),0.0636
104,normal,1,interference,frequency_reallocation + power_control,0.0269
104,normal,1,combined/other,multi-action (reroute + prioritize),0.0728
104,normal,0,combined/other,multi-action (reroute + prioritize),0.0225
104,normal,0,combined/other,multi-action (reroute + prioritize),0.0296
104,normal,1,interference,frequency_reallocation + power_control,0.0273
104,normal,0,combined/other,multi-action (reroute + prioritize),0.0367
104,normal,1,combined/other,multi-action (reroute + prioritize),0.0333
104,degraded,1,interference,frequency_reallocation + power_control,0.4893
104,normal,0,interference,frequency_reallocation + power_control,0.1545
104,degraded,1,interference,frequency_reallocation + power_control,0.4893
105,normal,1,combined/other,multi-action (reroute + prioritize),0.0
105,critical,1,interference,frequency_reallocation + power_control,0.98
105,critical,1,interference,frequency_reallocation + power_control,0.9925
105,critical,1,interference,frequency_reallocation + power_control,0.93
105,critical,1,interference,frequency_reallocation + power_control,1.0
105,degraded,1,interference,frequency_reallocation + power_control,0.525
105,critical,1,congestion,load_balancing + traffic_throttling,1.0
105,critical,1,congestion,load_balancing + traffic_throttling,0.895
105,degraded,1,congestion,load_balancing + traffic_throttling,0.846
105,normal,1,combined/other,multi-action (reroute + prioritize),0.0663
105,normal,1,interference,frequency_reallocation + power_control,0.0447
105,normal,1,combined/other,multi-action (reroute + prioritize),0.043
105,normal,1,combined/other,multi-action (reroute + prioritize),0.0048
105,normal,1,combined/other,multi-action (reroute + prioritize),0.0611
105,normal,0,interference,frequency_reallocation + power_control,0.0157
105,normal,0,combined/other,multi-action (reroute + prioritize),0.0787
105,normal,1,combined/other,multi-action (reroute + prioritize),0.02
105,normal,1,interference,frequency_reallocation + power_control,0.3773
105,normal,1,interference,frequency_reallocation + power_control,0.1246
105,normal,1,interference,frequency_reallocation + power_control,0.3773
106,critical,1,interference,frequency_reallocation + power_control,1.0
106,critical,1,interference,frequency_reallocation + power_control,0.955
106,critical,1,interference,frequency_reallocation + power_control,1.0
106,degraded,1,interference,frequency_reallocation + power_control,0.87
106,critical,1,interference,frequency_reallocation + power_control,0.986667
106,critical,1,interference,frequency_reallocation + power_control,1.0
106,critical,1,congestion,load_balancing + traffic_throttling,0.98
106,critical,1,congestion,load_balancing + traffic_throttling,1.0
106,critical,1,congestion,load_balancing + traffic_throttling,0.911
106,normal,1,combined/other,multi-action (reroute + prioritize),0.022
106,normal,1,interference,frequency_reallocation + power_control,0.0177
106,normal,1,combined/other,multi-action (reroute + prioritize),0.0588
106,normal,1,combined/other,multi-action (reroute + prioritize),0.0235
106,normal,1,combined/other,multi-action (reroute + prioritize),0.0361
106,normal,1,interference,frequency_reallocation + power_control,0.0588
106,normal,0,combined/other,multi-action (reroute + prioritize),0.0575
106,normal,1,combined/other,multi-action (reroute + prioritize),0.0738
106,degraded,1,interference,frequency_reallocation + power_control,0.4271
106,normal,1,interference,frequency_reallocation + power_control,0.1379
106,degraded,1,interference,frequency_reallocation + power_control,0.4271
107,normal,1,combined/other,multi-action (reroute + prioritize),0.1
107,critical,1,interference,frequency_reallocation + power_control,0.97
107,critical,1,interference,frequency_reallocation + power_control,0.9975
107,critical,1,interference,frequency_reallocation + power_control,1.0
